,역이름,위도,경도,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원
219,오목교역,37.5245304608023,126.875289218474,0,0,4368,1473,14127,8196,49094,28981,56513,75928,27341,53831,20320,29756,21888,27610,25725,27832,25894,31635,26641,29771,30484,30941,35892,36896,46489,48073,71592,76339,35970,49903,36393,25225,29240,21642,29329,22706,4616,9600,0,12,0,0,0,0,0,0
220,옥수역,37.5415518643708,127.017380201215,207,19,2659,911,9353,4557,23110,8686,30425,14872,18747,10282,13472,9062,11897,9716,12876,11104,13361,12164,12930,12364,14102,14717,15902,17112,17396,23317,17761,33729,11642,25297,8467,15438,7963,13587,6374,16487,1439,5230,12,365,0,0,0,0,0,0
221,온수역,37.4919566907461,126.823825338009,240,4,12435,2176,24287,7585,72630,20187,82326,30334,37844,19263,22306,12700,20116,12286,22328,15620,20733,16064,18457,16532,20718,19188,28159,24505,26996,34688,25149,64118,12093,53187,8258,29335,8250,26102,6272,26395,2001,13142,40,2986,0,0,0,0,0,0
222,올림픽공원역,37.5163245709914,127.130963650207,25,2,2493,1203,11340,8242,26504,11872,27427,21575,17503,12853,12664,10697,11766,10532,13183,12134,13167,12940,12545,13403,15496,13020,20456,14353,23840,17609,25572,25902,12166,21069,7813,13724,6526,12402,5158,14259,1078,5588,0,76,0,0,0,0,0,0
223,왕십리역,37.5612611631671,127.037078472459,1722,10,13636,1888,21295,12459,56944,29388,91567,66810,57182,39425,37264,33703,37042,34034,41635,41094,44199,43072,43952,44846,48967,47776,56899,58138,68722,80420,77751,128382,51007,84674,47134,46453,59344,38832,59702,48023,9826,18846,142,3758,0,0,0,0,0,0
224,외대앞역,37.5962624346633,127.063683442668,471,11,4241,1155,7710,3140,17447,3651,21071,11954,12150,8627,10188,8092,9649,7873,10700,8369,10904,9201,10619,9844,11211,11145,12376,12806,14258,15834,11584,22497,7741,17837,6561,11204,7137,10713,6214,12497,1571,6082,58,789,0,0,0,0,0,0
225,용답역,37.5621209757458,127.050887278781,10,1,2491,227,3060,779,7092,1776,11736,3541,6308,2701,3939,2738,3623,2854,3904,3015,4369,3530,3807,3433,3911,4049,4415,5211,4442,6087,3573,9539,2132,6588,1401,4244,1048,5059,1150,5704,293,2343,0,0,0,0,0,0,0,0
226,용두역,37.5740549248114,127.038262110343,31,0,1079,135,1547,830,4711,2123,8115,6324,4006,3416,3218,3039,3591,3440,3731,2823,3743,3651,3787,3858,3968,3981,4334,3850,4602,4147,5808,7412,2333,5568,1428,2723,1302,2858,829,2485,168,1167,0,16,0,0,0,0,0,0
227,용마산역,37.573704888224,127.086757224194,6,1,4721,556,10518,2316,24183,4143,29750,10242,16454,6055,9069,5709,7588,5212,7482,5748,7246,5912,6721,6520,6748,8168,7287,10063,7226,12989,7715,21417,5157,19366,3032,11069,2558,10738,2052,12334,774,5112,2,349,0,0,0,0,0,0
228,용산역,37.5300691538724,126.964815014401,316,5,2911,4506,5195,27068,17823,65354,27990,138674,26831,90818,21602,62919,35367,46707,32572,47930,41425,50862,39555,46802,58657,46992,68392,47345,94667,51277,141587,58928,79282,43098,70444,25773,66351,19779,43215,14445,10204,3652,94,737,0,0,0,0,0,0
229,우장산역,37.5488098724086,126.836320627782,0,0,6019,769,20497,4720,55211,16637,54880,24431,27393,13509,20086,11910,19210,12716,20425,14025,20282,16680,18207,17391,20811,20063,23592,24174,22264,29524,19058,50657,11065,43080,8431,24068,7518,19513,6083,24059,1098,10116,3,346,0,0,0,0,0,0
230,월계역,37.6332595324731,127.058843478444,629,2,4880,1057,9181,2408,24373,7787,21231,9280,13316,7912,10713,5957,9687,6284,10056,7382,10310,9176,8756,7474,10074,9380,11786,12283,10876,13716,9237,19453,5201,18432,3775,9549,3459,8485,2738,9342,859,4058,59,665,0,0,0,0,0,0
231,월곡역,37.6018044220648,127.041447136594,12,0,6426,882,12500,3842,39430,7061,43642,23974,21484,15099,14966,10359,13202,10067,14359,11073,14058,11847,12790,12277,12244,14985,14622,19124,16647,23280,24052,38830,11666,31570,8413,17254,7344,16301,5404,16892,1834,8034,2,141,0,0,0,0,0,0
232,월드컵경기장역,37.5696211494292,126.899098167507,0,0,1000,861,2396,2844,8303,4851,10326,8861,5594,8016,5221,8328,6212,10067,6669,10344,7149,12526,9086,12669,12533,11202,15292,9629,13221,8932,15111,12845,6773,9580,5140,4933,6784,3832,3583,3636,744,1248,0,69,0,0,0,0,0,0
233,을지로3가역,37.5662761796769,126.990967458779,12,0,1387,2525,2919,24710,7043,94925,11746,228076,13262,98025,15084,41942,19957,33935,23306,31860,28245,33780,33561,30264,39504,27650,49532,28273,106466,33535,192499,40206,75932,19872,49553,8452,60096,6542,55250,7087,6056,2533,2,216,1,0,0,0,0,0
234,을지로4가역,37.5666368996611,126.997623004003,7,2,1286,1441,2126,17425,3948,49745,7401,123558,8669,59915,11392,32886,16302,28371,18823,25295,22088,25121,26083,23250,31267,20542,36516,17210,70864,15229,105974,15454,47113,8050,24149,3944,20913,3798,16584,4054,2787,1623,0,113,0,0,0,0,0,0
235,을지로입구역,37.5660229020616,126.982183995362,61,1,1643,1803,2751,27978,7699,114902,12957,284767,13447,134192,15937,57413,23623,48631,28525,40226,37862,39849,43327,34815,53550,30719,65832,30042,134872,33868,234919,39183,94935,19633,82809,9925,56189,9710,43748,10352,5154,3275,1,1281,0,0,0,0,0,0
236,응봉역,37.549945423924,127.034470070506,193,0,1169,286,2712,1191,6901,2102,7052,2371,4564,1805,3032,1584,2563,1682,3075,1852,2500,2478,2254,2740,2733,2824,3215,3534,3029,4173,2758,5296,1761,5382,1353,2618,1062,2052,980,2653,261,999,6,206,0,0,0,0,0,0
237,응암역,37.598483842041,126.915524077713,8,0,10909,1133,25484,5081,73686,9560,87630,17710,41799,11439,25372,12571,22588,13555,23863,16757,22912,17488,20043,19804,19372,24206,20860,29646,20813,41462,20875,73958,12942,61240,9613,37277,8490,29682,7331,33350,1688,15592,0,652,0,0,0,0,0,0
238,이대역,37.5568039038233,126.946422762684,57,0,2665,1184,6911,7958,20572,11643,26341,32355,16029,29627,11730,19271,13186,16136,17371,18210,19201,21414,17451,17590,19642,16097,25206,17503,33923,21058,30984,31263,18302,23738,14585,13776,15688,14053,12282,16709,2876,7518,2,27,0,0,0,0,0,0
239,이수역,37.4867887823399,126.982202828739,52,0,4090,1042,8572,8544,26686,15025,41048,41524,26069,26313,17326,17937,17109,16250,18496,16636,20267,18632,20194,18537,20675,20225,23867,24353,29026,31564,43095,51967,23394,34097,21317,17869,24574,15495,23336,16491,3972,6312,10,499,0,0,0,0,0,0
240,이촌역,37.5224489050814,126.973325479803,102,7,2289,1157,7621,8794,21052,19055,24986,35211,18194,19404,13405,12857,13035,12994,15090,15376,15493,17095,15768,16134,18422,17114,26161,17473,29921,20423,33892,28126,15377,20661,11006,12620,12142,11032,8316,13004,1538,4333,16,334,0,0,0,0,0,0
241,이태원역,37.534507184382,126.994320286276,4,0,2046,950,4345,6735,8811,11233,13514,26480,9693,20908,7490,13327,8184,13350,10251,14861,11910,16556,12548,15701,15825,16576,21146,19446,25196,23177,29296,30335,20974,21682,18383,10927,25493,7955,28228,8969,3618,4329,1,414,0,0,0,0,0,0
242,일원역,37.4839850708765,127.084120707858,3,0,2041,1367,7977,8706,21830,29554,20500,25794,14423,17003,13853,14589,14613,10705,14191,12220,13454,14211,14492,11677,18640,11256,24344,10136,31861,12734,16791,18286,8658,15603,5671,9359,3900,9217,3283,10911,840,3473,2,37,0,0,0,1,0,0
243,잠실나루역,37.5206944003696,127.103799674868,9,0,2888,1301,11170,9859,37680,22502,44019,37029,26770,23710,20188,16666,18881,14724,19371,18481,17666,18590,18929,16961,21213,16351,26567,17057,32030,22858,29633,38561,13884,28189,10075,16309,8001,15802,6336,18850,1582,6268,1,71,1,1,0,0,0,0
244,잠실새내역,37.5116083485804,127.08630073432,15,1,3943,772,15477,8677,52727,16751,68707,27172,40567,28195,25488,21092,23626,22387,25973,24955,26374,27136,24553,28886,26073,32549,33011,37035,33200,51340,37006,79253,27642,53947,24241,28098,27132,24508,29132,29107,5109,10137,9,417,0,0,0,0,0,0
245,잠실역,37.5133092702048,127.100215181119,85,10,11640,6430,46996,47426,116915,99407,166894,223704,116602,159452,76772,102061,77330,104397,87461,107327,96935,112205,102067,109753,114627,115256,138385,128013,189725,163358,253060,238638,153945,155205,144153,88610,126612,82046,106480,93934,16446,29105,8,549,2,2,1,0,0,0
246,잠원역,37.5128827106508,127.011401392881,2,0,889,461,4546,5134,11912,6916,15034,10048,9154,6587,6228,4451,6049,5061,6852,5696,6968,6314,6258,6333,7093,6757,8826,7655,10273,9983,10110,14540,6418,10247,4256,6060,4457,5852,3773,7447,585,2311,0,5,1,1,0,0,0,0
247,장승배기역,37.5048846414365,126.939063345317,24,0,7031,1057,11382,4113,29589,8220,42620,17650,24047,10131,14373,9235,12309,9206,12635,9232,13087,10259,11812,11159,11152,13405,12887,15993,13359,20421,15591,33430,8619,26536,6383,14962,6151,14380,5177,15292,1412,6756,5,360,0,0,0,0,0,0
248,장지역,37.478631698139,127.126172045084,3,0,5496,2230,16947,9278,46778,22909,53690,52369,28101,29967,17272,19637,15915,17058,18932,19659,18918,19606,18591,19604,21740,22668,27951,25825,36276,30659,49675,49304,25747,34050,20668,19447,18580,16043,13311,19433,2644,7446,0,10,0,0,0,0,0,0
249,장한평역,37.5615921805583,127.063699193793,5,0,6411,993,17053,10360,52515,21799,69987,68975,34141,28752,20177,16252,17532,14470,20005,15903,19888,16601,19089,16745,19994,19345,24153,23719,34897,33812,55639,60211,24774,44937,14592,24733,13125,21102,11354,23590,2236,9428,10,1019,0,1,0,0,0,0
250,정릉역,37.6026037968404,127.013521423935,2,1,1917,460,5181,1586,13616,2977,16406,6401,11238,3622,8020,3653,6902,3886,7413,4827,6951,4961,6183,5546,5945,6741,6257,7958,6909,10216,7234,15313,4045,12146,2496,7195,2238,6160,1683,5831,477,2073,1,3,0,0,0,0,0,0
251,제기동역,37.5781644906615,127.034935905941,340,4,4614,1979,8276,8495,21378,18388,30394,41199,21507,35867,24680,38524,33302,42149,38489,40384,40591,41322,42506,44080,44157,38746,40551,29726,39830,24626,37710,25796,17185,17802,10653,11304,9189,9670,7322,11387,2038,4462,9,355,0,0,0,0,0,0
252,종각역,37.5702216815202,126.983133839231,137,0,2075,4407,2943,22272,5344,96690,8178,214460,10244,123990,13860,50557,21921,42624,25896,37417,32201,39635,38994,32540,48817,27789,57355,28063,111891,32017,185999,38854,79174,18640,64407,6961,81655,4585,62774,3555,6340,1341,14,133,3,2,0,0,0,0
253,종로3가역,37.5704208439207,126.992144196794,287,30,6003,8061,8446,39010,13682,96040,20385,260283,27998,210043,45372,158513,71193,148910,89319,143579,107680,139581,122887,131073,139549,110649,158773,96747,203788,90280,297847,94119,168235,47187,113625,18809,132437,13454,103780,13342,13363,6166,28,826,1,2,0,0,0,0
254,종합운동장역,37.5111302556967,127.07383586044,6,1,2623,1098,8990,8345,24981,17526,32246,33354,22256,17819,14068,12742,13210,10820,14701,13569,14383,16829,13617,14343,16476,16547,20821,19409,26315,29770,28851,45884,15103,26813,13133,14870,21453,14425,17549,17648,2157,5664,5,284,0,1,0,1,0,0
255,중계역,37.6450777073231,127.064110346569,14,0,8594,1905,23082,4296,61886,15491,62337,24639,32139,11991,21296,8970,18962,9358,18936,12688,17798,14166,14840,13688,16452,15958,20961,18117,18207,26441,16931,44039,8800,44697,5726,24885,7321,21283,5104,23041,1363,11663,2,661,0,1,0,0,0,0
256,중곡역,37.5658680402426,127.084257974673,10,0,5406,534,12400,4426,31287,11052,46368,18674,25669,9215,14885,8156,12799,7557,13104,8078,12068,9214,11065,10026,11271,12867,16157,14535,15282,19314,13444,31191,9090,27489,5699,16198,4817,14405,4162,15898,1109,7130,7,136,0,0,0,0,0,0
257,중랑역,37.5948317972278,127.075662270251,151,2,5982,559,9197,1900,22188,2982,20262,5771,14048,4625,9095,4133,7817,4487,7784,5674,7748,6027,6870,6409,6515,8854,6422,10542,6607,14713,6792,22220,4504,15405,3055,9919,3125,7683,2303,9453,599,3615,11,219,0,0,0,0,0,0
258,중앙보훈병원역,37.5283953876669,127.148407138571,7,1,2524,565,11216,6131,36059,10766,35109,18977,22082,12852,16184,12040,15472,7714,12862,9949,9416,12883,13993,10160,15684,9431,14992,8965,17955,13627,12498,24786,4731,21669,3204,11612,2897,11457,2205,13808,446,4252,1,430,0,0,0,0,0,0
259,중화역,37.6025418946255,127.079293906515,5,0,9032,892,15290,4050,37494,8317,47104,23720,25677,11435,15751,8439,13984,8678,14752,10052,13950,11154,12596,11693,12134,14661,13874,18143,16280,23360,18347,36893,10964,35211,6917,19300,6919,17200,5239,19319,1497,8344,6,584,0,0,0,0,0,0
260,증미역,37.5581213429662,126.860633381512,0,0,2104,819,7304,3229,20720,8457,20652,33979,10608,11403,7852,7067,8027,5777,8288,6795,8492,7450,8187,7464,9078,9202,10057,9386,14539,11212,29480,19828,8754,17601,5731,8799,4741,7987,3285,8116,1009,3837,0,54,0,0,0,0,0,0
261,증산역,37.5837391279813,126.909472356624,8,0,7180,632,15116,3393,39704,5133,47882,10086,24474,7458,15832,7089,13329,8047,13503,9293,13138,10842,11830,11501,10837,14319,11955,17755,12431,23767,12372,41952,7521,32955,5073,19050,4439,18255,3827,19321,1056,8632,2,799,0,0,0,0,0,0
262,창동역,37.653320494324,127.047640454654,1722,10,15576,3120,36374,12249,93115,18492,79956,37803,49040,27716,38146,24937,34900,26764,36208,30200,35619,34305,32953,37966,34246,42082,38916,50230,39796,60654,40314,93969,23842,81411,18542,45788,18716,39368,15508,40154,3743,19680,201,2682,0,1,0,0,0,0
263,창신역,37.5794120427143,127.015283298946,5,0,2239,274,5182,1989,14857,6183,16403,6755,8401,2978,4921,2205,4178,2406,4246,3006,3993,3046,3407,2898,3767,3581,6452,4173,5031,5826,4499,9263,2631,7927,2242,4726,1545,4777,1413,5533,415,2290,0,31,0,0,0,0,0,0
264,천왕역,37.4868420352704,126.838581632594,13,3,6996,1351,16818,4651,49985,7911,60516,14281,30570,7803,15279,6841,12329,7818,12850,9754,12803,10120,11595,10797,11677,13274,13788,16856,14013,24246,12878,46297,7081,38801,4601,21088,3945,17725,3105,17655,833,8265,11,671,0,0,0,0,0,0
265,천호역,37.5384968055586,127.123919374783,33,1,17522,3508,28178,22765,68247,32152,89696,62105,51380,53892,36645,40900,38282,41297,43752,44965,45677,47959,45278,49597,50190,55710,56703,63261,67184,81691,75521,121713,53818,88214,48323,44493,41348,39634,35549,39510,6127,18224,30,1615,0,0,0,0,0,0
266,청구역,37.5602029883938,127.013921207826,6,0,3122,717,5934,4137,13968,11395,20205,40789,11660,16902,9051,9002,8181,7215,8375,7329,9340,8344,8984,8055,9317,8667,11543,10013,14541,12347,26579,17435,16622,12683,9945,7960,8956,7565,8077,9184,2277,3539,7,313,0,0,0,0,0,0
267,청담역,37.5194483760543,127.053708883222,11,0,1987,3667,5986,27050,10050,59048,12956,146644,10841,95240,10384,36640,13081,20701,15333,19390,17661,21600,19992,18330,28768,16284,37422,15877,60125,17453,109758,19262,56399,12766,31124,8168,28626,7744,26384,6244,4014,2725,4,1252,0,0,0,0,0,0
268,청량리역,37.5807185198462,127.048499848096,2355,50,15680,5529,23051,30321,63233,31581,83347,57270,52567,61431,56069,61480,52964,66530,60935,64035,67539,67190,66147,73825,73102,73828,81511,69853,74938,68095,74457,93545,43917,63085,39469,35033,26928,33252,16755,30980,4631,12057,40,2657,2,1,0,0,0,0
269,총신대입구역,37.4867887823399,126.982202828739,75,2,5727,839,15463,11117,46534,18108,57006,42121,33787,31841,24825,23039,23646,21730,26450,23841,27033,26351,25689,28516,26221,32448,28848,37755,34054,49837,42340,73316,25454,48034,21114,26174,21143,21956,18114,23230,2334,9272,1,46,0,0,0,0,0,0
270,충무로역,37.5613929793562,126.994137154178,44,6,2509,2790,3811,18065,8454,54842,11664,176455,12206,93962,12862,46314,16695,35855,21260,32586,25175,33046,31982,28895,36462,24897,46156,24804,82798,27346,144571,31330,66576,17688,43912,8917,47916,8407,38101,9297,6170,4201,8,423,0,0,0,0,0,0
271,충정로역,37.5597479688989,126.964484159441,43,1,4097,1192,8341,7181,22098,30587,29948,93116,17977,43651,13240,16630,14142,13116,15344,13874,17299,15912,17604,13962,18544,13964,22426,15329,39048,20169,76191,29657,23546,20928,14736,13304,14321,13557,11998,15880,1805,5850,2,203,2,4,0,0,0,0
272,태릉입구역,37.6184559179347,127.075391704694,154,2,10550,2312,14791,7883,39815,12457,45877,24342,26923,16200,18806,12982,16711,13620,18122,14665,18362,15850,17870,16460,18627,18117,20505,22164,25786,29024,25463,44838,16361,39972,11298,21568,11362,21199,9732,23832,2872,11620,8,2488,0,0,0,0,0,0
273,하계역,37.6364621312659,127.067977670097,12,0,7987,1202,23972,6414,68615,17138,70223,23331,36642,17783,25045,13846,23224,14558,24197,17846,22593,20550,21428,19800,23640,22285,27010,25651,26684,33007,23345,54723,13677,55780,9954,29666,10070,26114,8869,28438,1998,14217,2,822,0,0,0,0,0,0
274,학동역,37.5143566006166,127.031897380783,3,0,1778,2439,4272,25517,8265,53770,10957,188240,10233,138279,9859,44886,12375,24277,15431,20097,18370,22625,22877,19427,29180,16582,37943,16380,69856,16691,165498,18876,74654,11814,36578,7097,36915,6457,30919,6101,5617,2679,10,171,0,0,0,0,0,0
275,학여울역,37.4968779978912,127.071153022687,1,0,539,286,1783,1764,3740,3346,4089,7762,2580,5418,2073,4995,2646,3717,3500,3755,3728,4073,3901,4080,4886,3706,5674,3119,7139,3333,6960,4395,3112,3140,1831,2007,1762,1693,1176,2163,193,817,0,2,0,0,0,0,0,0
276,한강진역,37.5397871707134,127.001742505154,5,0,557,566,1262,7198,2826,18842,4650,34874,3761,26407,2759,14263,3449,14258,4438,13421,5763,18501,7344,12850,11477,13160,18127,14091,27425,17092,32567,22645,22246,11329,16150,3063,20719,2722,30658,2976,1973,1218,5,756,0,0,0,0,0,0
277,한남역,37.5294253166994,127.009186483335,76,1,1650,670,2566,3871,4546,10514,5797,14358,4518,10793,4521,5362,4437,4298,4712,4576,4654,4974,5395,4402,6687,4795,7828,5596,13628,6468,14546,7146,7093,6015,5075,2722,5323,3012,5904,2678,933,1260,17,361,0,0,0,0,0,0
278,한성대입구역,37.5884047925683,127.006000831773,55,5,6439,1002,12289,6873,30879,19102,37991,30762,23975,22084,17999,16117,17015,15282,19710,17112,20086,18505,19088,17474,20824,18258,28030,21340,30161,27797,31642,36878,16936,29953,12824,17856,12842,16282,11285,19380,2246,9441,1,1908,0,0,0,0,0,0
279,한성백제역,37.5165199821667,127.116440092824,0,0,725,195,2549,1104,6621,1715,7388,5754,4481,3755,2916,2426,2800,2498,2985,2468,3215,2675,3093,3213,3535,2799,4650,3462,5067,4078,6768,6705,2930,5708,2288,3171,2074,2848,1540,3281,299,1522,0,12,0,0,0,0,0,0
280,한양대역,37.5557087864257,127.04361716382,4,0,840,236,2153,5334,4859,11751,7959,41587,6399,33381,5698,21139,8379,13240,10835,16216,12114,16597,12347,13658,14120,9031,20717,8280,30740,9711,29600,9992,14323,6101,10089,4167,11453,4233,9798,5267,3238,2224,1,18,0,0,0,0,0,0
281,한티역,37.496274896741,127.052900695072,19,3,1911,1034,7008,9303,19990,25343,22904,44301,13815,37652,11317,22198,13002,17470,15426,19336,16139,24015,16372,17407,20440,17155,25144,21984,34325,28083,42359,32604,27005,23379,28092,12170,20743,10816,23042,12176,3065,4300,59,231,0,0,0,0,0,0
282,합정역,37.549901442065,126.914447288631,58,2,10102,4252,21470,19845,55992,48144,75040,130536,47919,99099,34549,54621,35895,54626,42623,58391,48713,66174,51587,61778,55957,62273,66717,72147,91803,94367,151603,142424,96897,91855,74720,43605,97188,37710,98356,42061,15648,18865,2,329,0,0,0,0,0,0
283,행당역,37.5573529744311,127.029493728053,2,0,3861,731,10913,2574,32588,5302,43038,9737,19704,6494,12146,5204,10720,5659,10732,7135,9909,7794,8753,8257,8894,10437,8601,12261,9236,17556,9956,31811,6053,21835,4623,12989,4075,11573,3820,13851,926,4421,12,217,0,0,0,0,0,0
284,혜화역,37.5820258983338,127.00192463086,25,0,2525,2706,6622,21125,16545,48170,20583,116948,22307,74935,28004,49805,31765,44067,32368,50308,34990,63612,43117,58537,59946,43234,67778,41897,88153,49565,108881,60916,57317,45021,52891,16093,79302,15653,62063,16540,8579,8023,0,157,0,0,0,0,0,0
285,홍대입구역,37.5568635281461,126.923764988566,320,5,12742,3265,24078,16705,66855,42725,85429,120961,53744,124414,40082,83174,45389,88023,57017,110061,67981,123130,72874,118853,86433,119592,110161,129401,141841,157538,180498,210383,136788,135380,130379,61148,182219,46450,186923,52046,26056,25730,341,2830,0,0,0,0,0,0
286,홍제역,37.5887881726718,126.944158013369,31,3,8679,1370,22852,9581,61294,12112,68434,24615,39755,20062,27586,17749,24766,15624,26915,17818,24735,19499,22770,20999,23523,24973,26003,29838,27768,37860,26257,59355,14232,49249,10662,27797,8825,25513,6838,25064,1251,11701,2,0,0,0,0,0,0,0
287,화계역,37.6340837961475,127.017492363882,4,1,1932,624,3812,1272,12217,2000,14004,4371,7846,3267,5591,3442,5143,3578,5455,3822,5037,4368,4463,4355,4370,5058,4927,6089,4185,6574,3523,9996,2811,9182,1654,5189,1194,4603,902,4219,285,2223,0,2,0,0,0,0,0,0
288,화곡역,37.5416435540232,126.840432411284,79,0,21209,1575,40023,10087,113616,14943,144380,28296,66135,22576,40614,16875,35711,18224,37026,21143,35320,24984,30308,27258,28690,34302,32503,45217,35201,61138,34773,116077,21442,94169,14711,53084,12876,46689,10484,49239,2468,23387,1,979,1,0,0,0,0,0
289,화랑대역,37.6198379616943,127.083525948283,10,0,5097,965,20347,2644,59859,7061,53236,13024,23464,7971,14612,6453,12940,6602,13720,7240,12734,8611,10810,8640,11354,10354,14728,12624,14337,19576,12074,34027,6627,31736,4434,17708,3748,15529,2957,15819,1023,8194,4,554,0,0,0,0,0,0
290,회기역,37.5897782042758,127.058039297256,656,5,10947,3223,20104,10886,53751,28346,67941,50740,42723,32041,33705,26742,33031,24913,36602,28383,34566,33705,35295,29529,38799,31468,43155,35371,55205,46869,46267,70163,26475,54947,22009,32512,24330,33096,24753,43012,5839,17355,117,2237,2,2,0,0,0,0
291,회현역,37.5587602432284,126.978428202919,44,0,1675,697,3040,17892,4669,50452,7318,131313,8291,94357,12753,68776,21767,58351,30331,46821,36844,41502,44768,36777,53262,30222,67579,21802,89893,16452,117077,14113,44231,7707,40414,4275,19591,4872,13030,4209,2121,1688,0,251,1,1,0,0,0,0
292,효창공원앞역,37.5392943328525,126.961393582224,13,0,2573,750,6700,4955,20540,11553,30285,37445,17443,22238,11596,10223,10734,9472,11671,10098,11978,10931,11439,10606,11977,10983,15086,13234,20370,16268,35204,25510,15494,19068,8737,11519,8436,11042,7178,12152,1811,4881,6,417,0,0,0,0,0,0
293,흑석역,37.5091654663414,126.96344496646,2,0,3105,1170,5851,6290,16257,10371,20950,14623,12790,11577,10307,9672,10287,7784,10574,9475,10353,10944,11011,9211,11632,11443,14254,12561,18801,16487,14923,25277,8400,17345,7125,11047,7241,9581,7515,11117,1498,4705,0,16,0,0,0,0,0,0
